Gene,Mean_RSV,Mean_Mock,Log2FC,P_value,Adjusted_P,-log10(p),Regulation
FRMD6,393.2,506.6551724137931,-0.36574086676896805,0.698637919820631,0.8110241937301482,0.09096619012080717,Not Significant
FRMD6-AS1,8.0,8.482758620689655,-0.08453351021166772,0.8772140151494396,0.9250091498029751,0.03385397138065453,Not Significant
GNG2,18.8,33.10344827586207,-0.8162488436906715,0.30061436808984315,0.6910390010744063,0.1604974410868446,Not Significant
NID2,129.4,58.06896551724138,1.155998379166321,0.01559543165234109,0.6910390010744063,0.1604974410868446,Not Significant
PTGER2,22.4,14.068965517241379,0.6709824803263182,0.3040000431172693,0.6910390010744063,0.1604974410868446,Not Significant
TXNDC16,19.6,40.03448275862069,-1.0303895125101483,0.20776489854498764,0.6910390010744063,0.1604974410868446,Not Significant
GPR137C,2.2,8.068965517241379,-1.8748802007058973,0.4743962169689411,0.7057955892038636,0.15132106004576967,Not Significant
PSMC6,871.8,1025.0689655172414,-0.23365186713363037,0.6059271748172773,0.75566071534109,0.12167315493461273,Not Significant
STYX,168.0,193.55172413793105,-0.20425792605560794,0.671424456839407,0.7966956197561922,0.09870757058508496,Not Significant
GNPNAT1,639.8,663.8275862068965,-0.0531875912514731,0.9030930347618251,0.9414939031909961,0.026182487988347464,Not Significant
FERMT2,965.2,641.2758620689655,0.5898828110892981,0.3254340105399586,0.6910390010744063,0.1604974410868446,Not Significant
DDHD1,173.8,212.0,-0.2866361826361612,0.5637119697546158,0.7314078906402074,0.1358403586780186,Not Significant
BMP4,206.0,231.79310344827587,-0.17019330499721141,0.8303054832707346,0.8952530480335784,0.048054191687843535,Not Significant
CDKN3,213.6,369.0,-0.7887091692602045,0.3646470617126304,0.6910390010744063,0.1604974410868446,Not Significant
GMFB,514.2,633.9655172413793,-0.3020747610167927,0.581518557078379,0.7404599093066325,0.1304984504962403,Not Significant
CGRRF1,71.2,112.41379310344827,-0.6588699179118321,0.22613875057980015,0.6910390010744063,0.1604974410868446,Not Significant
SAMD4A,387.6,264.37931034482756,0.5519592911495708,0.21896288597299784,0.6910390010744063,0.1604974410868446,Not Significant
GCH1,153.2,96.72413793103448,0.6634684266690117,0.11122378869425842,0.6910390010744063,0.1604974410868446,Not Significant
WDHD1,164.8,376.2413793103448,-1.1909422837533448,0.17978343636546626,0.6910390010744063,0.1604974410868446,Not Significant
SOCS4,195.2,353.9655172413793,-0.8586557691928685,0.19297815269824395,0.6910390010744063,0.1604974410868446,Not Significant
MAPK1IP1L,698.8,1068.2758620689656,-0.6123327305199616,0.2244141017209612,0.6910390010744063,0.1604974410868446,Not Significant
LGALS3,679.8,1952.6896551724137,-1.5222804100761176,0.3535684375204109,0.6910390010744063,0.1604974410868446,Not Significant
DLGAP5,349.4,613.7586206896551,-0.8127917750241784,0.40518764578638033,0.6919835297896316,0.15990424225798647,Not Significant
FBXO34,204.2,384.1034482758621,-0.9115120494578853,0.1366309930694886,0.6910390010744063,0.1604974410868446,Not Significant
ATG14,166.2,223.27586206896552,-0.42590691045072454,0.3581729468812582,0.6910390010744063,0.1604974410868446,Not Significant
KTN1-AS1,20.2,22.724137931034484,-0.1698702720160473,0.7229749612225363,0.8257173732478216,0.083168577670909,Not Significant
KTN1,2696.2,3090.310344827586,-0.19682421084165883,0.6774376401829232,0.7997015522423114,0.0970720610046001,Not Significant
LINC00520,6.4,26.103448275862068,-2.028096589745522,0.4070507223627444,0.6921299971800309,0.15981232786162064,Not Significant
PELI2,51.6,86.27586206896552,-0.7415859185023561,0.40183360472349694,0.6910390010744063,0.1604974410868446,Not Significant
EXOC5,703.4,705.2758620689655,-0.0038423296328763696,0.993521718023636,0.9960446602689103,0.0017211884101236891,Not Significant
AP5M1,272.2,389.7586206896552,-0.5179138659943592,0.3954563700060394,0.6910390010744063,0.1604974410868446,Not Significant
NAA30,221.6,266.8965517241379,-0.2683227847423744,0.6248824750001397,0.7673724252334624,0.11499381079851763,Not Significant
ACTR10,349.8,585.1724137931035,-0.7423314702681635,0.12528252703083687,0.6910390010744063,0.1604974410868446,Not Significant
PSMA3,1289.2,1399.2758620689656,-0.11820431903236103,0.8074574478297223,0.8796732699521853,0.05567860444690377,Not Significant
ARID4A,210.4,298.0,-0.5021776260572214,0.3838784003011254,0.6910390010744063,0.1604974410868446,Not Significant
TIMM9,186.8,340.0689655172414,-0.8643328975512473,0.1810168068004179,0.6910390010744063,0.1604974410868446,Not Significant
KIAA0586,137.2,179.06896551724137,-0.3842348436747727,0.5019347095719963,0.7125434366802849,0.1471886559011173,Not Significant
DACT1,9.0,7.586206896551724,0.24654628304522477,0.7711902715093473,0.8548105378573643,0.06813013261805806,Not Significant
DAAM1,172.8,378.8965517241379,-1.1327007926721777,0.42193713566415636,0.6953946982423015,0.1577686247440606,Not Significant
GPR135,12.2,17.03448275862069,-0.4815769937815818,0.4783412940925522,0.7066731805062859,0.1507813906141686,Not Significant
L3HYPDH,233.0,294.62068965517244,-0.3385287919057018,0.5630264182111594,0.7311840216934229,0.13597330765469132,Not Significant
JKAMP,641.2,807.7241379310345,-0.33308822788928455,0.5322387893623954,0.7191566694450438,0.14317648755377743,Not Significant
DHRS7,833.4,1072.6896551724137,-0.3641517385039376,0.4765812123922707,0.7064619555695216,0.1509112208375045,Not Significant
PPM1A,315.6,493.0344827586207,-0.6435913466577586,0.20485047271053572,0.6910390010744063,0.1604974410868446,Not Significant
C14orf39,1.0,3.413793103448276,-1.7713756249520376,0.3618218089627301,0.6910390010744063,0.1604974410868446,Not Significant
SIX1,119.6,113.0,0.08189461689555491,0.8515540811289419,0.9081788589833288,0.041828612029575475,Not Significant
SIX4,68.4,90.34482758620689,-0.4014456812987048,0.5529260291897651,0.7265399569655915,0.13874049614574785,Not Significant
MNAT1,355.8,361.0689655172414,-0.021207912953462478,0.9577739290921023,0.9745469988257401,0.01119721161204968,Not Significant
TRMT5,157.8,288.3103448275862,-0.8695253975712971,0.09689235141958673,0.6910390010744063,0.1604974410868446,Not Significant
SLC38A6,223.6,216.24137931034483,0.04827756883807048,0.9362874562306962,0.9615807072828194,0.017014258740530065,Not Significant
TMEM30B,2.6,223.44827586206895,-6.425285479390685,0.2981886525149152,0.6910390010744063,0.1604974410868446,Not Significant
PRKCH,78.8,158.93103448275863,-1.012133332640063,0.2540810671579052,0.6910390010744063,0.1604974410868446,Not Significant
FLJ22447,1.8,2.2758620689655173,-0.33841621767593133,0.4653194953887311,0.7037549584193498,0.15257853223782444,Not Significant
HIF1A,3600.0,3761.9310344827586,-0.06347649437375054,0.9187900288621635,0.9510326100430745,0.021804591244550472,Not Significant
HIF1A-AS2,2.8,2.068965517241379,0.43651722668929555,0.37120695646796587,0.6910390010744063,0.1604974410868446,Not Significant
SNAPC1,299.0,343.1034482758621,-0.19849814099269655,0.6411023547930805,0.7776156417795069,0.10923501213758896,Not Significant
SYT16,1.8,6.9655172413793105,-1.9522335810692726,0.43639811662717,0.6990241502050465,0.15550781979135844,Not Significant
RHOJ,1.0,2.103448275862069,-1.0727563424353141,0.5010001619784098,0.7122315824537293,0.1473787723336702,Not Significant
PPP2R5E,284.0,419.17241379310343,-0.5616528448900402,0.28763244803534166,0.6910390010744063,0.1604974410868446,Not Significant
WDR89,123.2,166.79310344827587,-0.4370573815107516,0.3973951851517544,0.6910390010744063,0.1604974410868446,Not Significant
SGPP1,210.0,272.7931034482759,-0.3774178437920217,0.4932672041574109,0.7107043292804636,0.14831103902937587,Not Significant
SYNE2,434.6,909.1724137931035,-1.0648657358929823,0.12326154861904252,0.6910390010744063,0.1604974410868446,Not Significant
ESR2,3.6,5.758620689655173,-0.6777263907915302,0.4006768266512758,0.6910390010744063,0.1604974410868446,Not Significant
MTHFD1,1286.6,2122.344827586207,-0.7220954831116255,0.28584147407203875,0.6910390010744063,0.1604974410868446,Not Significant
AKAP5,13.2,34.51724137931034,-1.3867792392373302,0.12786535341986055,0.6910390010744063,0.1604974410868446,Not Significant
ZBTB25,71.2,80.34482758620689,-0.1743279083350349,0.7384044067570015,0.8345334054066679,0.07855627433115411,Not Significant
ZBTB1,300.2,470.13793103448273,-0.6471601058443613,0.2407932408298523,0.6910390010744063,0.1604974410868446,Not Significant
HSPA2,816.8,837.8620689655172,-0.03672989704320935,0.9588452537500554,0.9753419235200103,0.010843107926019507,Not Significant
PPP1R36,2.8,5.0,-0.8365012677171207,0.2998683191510576,0.6910390010744063,0.1604974410868446,Not Significant
PLEKHG3,504.4,835.2758620689655,-0.7276844717546566,0.16534458471626454,0.6910390010744063,0.1604974410868446,Not Significant
SPTB,46.8,113.6896551724138,-1.280520551846773,0.23786761173160728,0.6910390010744063,0.1604974410868446,Not Significant
CHURC1,177.2,430.3103448275862,-1.2799989197585286,0.09916159679543449,0.6910390010744063,0.1604974410868446,Not Significant
GPX2,4414.8,8208.103448275862,-0.894700831472568,0.34065169862582445,0.6910390010744063,0.1604974410868446,Not Significant
RAB15,604.6,808.0344827586207,-0.4184358821344033,0.5606044568153048,0.7302560762762478,0.13652482068475688,Not Significant
FNTB,31.2,33.10344827586207,-0.08543547650606058,0.8893948022086354,0.9328981381297335,0.030165773684615944,Not Significant
MAX,460.0,533.6551724137931,-0.21427396737126908,0.6622501502223129,0.790194169480235,0.10226617912420358,Not Significant
LOC100506321,1.2,3.310344827586207,-1.4639470997597903,0.5160217049786429,0.7167030920717326,0.14466072184998763,Not Significant
FUT8,267.6,468.0,-0.8064304138293058,0.4714821601302901,0.7046917780975848,0.1520007955492481,Not Significant
FUT8-AS1,4.4,18.06896551724138,-2.037938482659943,0.44127735314685135,0.6990241502050465,0.15550781979135844,Not Significant
GPHN,123.8,210.27586206896552,-0.764271935555274,0.11945303245455927,0.6910390010744063,0.1604974410868446,Not Significant
MPP5,407.2,497.0344827586207,-0.28760838369212505,0.57004190086343,0.7347531648630206,0.13385853457881278,Not Significant
ATP6V1D,627.8,769.2068965517242,-0.29306666872445986,0.4990408066740094,0.71213366253349,0.14743848465990816,Not Significant
EIF2S1,1045.4,1429.0689655172414,-0.45102047680206947,0.3227715386888008,0.6910390010744063,0.1604974410868446,Not Significant
PLEK2,368.8,469.13793103448273,-0.34717349546749315,0.6855519207005858,0.8026505178617228,0.09547350976771418,Not Significant
TMEM229B,10.8,24.137931034482758,-1.1602707094286504,0.342392358227792,0.6910390010744063,0.1604974410868446,Not Significant
PLEKHH1,77.6,117.27586206896552,-0.5957775482805046,0.2994143828562925,0.6910390010744063,0.1604974410868446,Not Significant
PIGH,116.0,173.72413793103448,-0.5826734164790969,0.34554620535778025,0.6910390010744063,0.1604974410868446,Not Significant
ARG2,43.8,117.03448275862068,-1.4179308897012801,0.3903775556078132,0.6910390010744063,0.1604974410868446,Not Significant
VTI1B,332.2,700.2068965517242,-1.0757291980804857,0.1678980368781452,0.6910390010744063,0.1604974410868446,Not Significant
RDH11,1530.2,1927.4137931034484,-0.3329461063864806,0.4590647522562473,0.7021875611453845,0.15354686808309742,Not Significant
RDH12,2.0,4.448275862068965,-1.153246260295682,0.23777651648293083,0.6910390010744063,0.1604974410868446,Not Significant
ZFYVE26,402.6,469.2068965517241,-0.22087704645211742,0.6720007994540971,0.7970109620393416,0.09853570530344001,Not Significant
RAD51B,38.0,57.793103448275865,-0.6048979251281941,0.2894080265817873,0.6910390010744063,0.1604974410868446,Not Significant
ZFP36L1,3113.8,3784.5172413793102,-0.2814329968327708,0.7573952060228053,0.8468240496066468,0.07220681661490128,Not Significant
ACTN1,6317.6,5576.689655172414,0.179967608772373,0.6444995300056758,0.778852465544101,0.1085448009516586,Not Significant
DCAF5,565.2,821.5172413793103,-0.5395293880079506,0.45404651303634747,0.7009917537676342,0.15428709089821643,Not Significant
EXD2,207.6,406.7241379310345,-0.9702441695287343,0.08706212768910608,0.6910390010744063,0.1604974410868446,Not Significant
GALNT16,8.2,50.62068965517241,-2.6260313479849193,0.24900386991961293,0.6910390010744063,0.1604974410868446,Not Significant
ERH,1099.0,1824.4137931034484,-0.7312415962601005,0.2525034567283911,0.6910390010744063,0.1604974410868446,Not Significant
SLC39A9,637.0,1013.1379310344828,-0.6694653218885346,0.2368393337769681,0.6910390010744063,0.1604974410868446,Not Significant
LOC100289511,2.4,6.344827586206897,-1.402546555095647,0.2689230539822023,0.6910390010744063,0.1604974410868446,Not Significant
SRSF5,1652.2,2110.2758620689656,-0.3530432684084457,0.5210263776537871,0.716964364534418,0.14450242964693746,Not Significant
SMOC1,425.0,504.0344827586207,-0.24605959565560379,0.8226301698481963,0.8899718388329292,0.050623735414592884,Not Significant
COX16,27.8,50.06896551724138,-0.8488317650320335,0.18562575003219187,0.6910390010744063,0.1604974410868446,Not Significant
SYNJ2BP,291.2,448.44827586206895,-0.6229312383914475,0.22171304454839177,0.6910390010744063,0.1604974410868446,Not Significant
ADAM21,2.0,5.793103448275862,-1.5343364276511882,0.26946485174937246,0.6910390010744063,0.1604974410868446,Not Significant
ADAM20P1,5.8,5.793103448275862,0.0017164725890215986,0.9982183204274448,0.998867061780813,0.0004923077467494484,Not Significant
MED6,315.2,395.62068965517244,-0.327850341460477,0.5254425060234924,0.7173262517043243,0.14428327517082562,Not Significant
TTC9,85.0,348.48275862068965,-2.035552533352679,0.12696309365438888,0.6910390010744063,0.1604974410868446,Not Significant
MAP3K9,130.0,226.24137931034483,-0.7993511976132227,0.2495515848124628,0.6910390010744063,0.1604974410868446,Not Significant
SIPA1L1,257.8,520.9655172413793,-1.014935619838312,0.32938562283128325,0.6910390010744063,0.1604974410868446,Not Significant
DPF3,1.8,4.551724137931035,-1.3384162176759313,0.1658765502136017,0.6910390010744063,0.1604974410868446,Not Significant
DCAF4,126.8,205.10344827586206,-0.6937970016728017,0.2139556644036306,0.6910390010744063,0.1604974410868446,Not Significant
ZFYVE1,251.6,259.2413793103448,-0.0431640929235178,0.9212257769966541,0.9522095386961253,0.021267472323446217,Not Significant
RBM25,945.4,1476.4137931034484,-0.6431003510426015,0.2959244808196604,0.6910390010744063,0.1604974410868446,Not Significant
PSEN1,1094.0,1143.8275862068965,-0.06425686707133484,0.8726471179643489,0.9217993739912925,0.03536359114773147,Not Significant
PAPLN,102.6,224.6206896551724,-1.1304600885486396,0.17593160068348027,0.6910390010744063,0.1604974410868446,Not Significant
NUMB,1156.6,1078.896551724138,0.10033346629075318,0.8286646311165982,0.8941099737422749,0.0486090605642047,Not Significant
ACOT1,53.6,62.96551724137931,-0.23232895928623967,0.7181777057500832,0.822942089259714,0.0846307251763655,Not Significant
ACOT2,291.8,338.86206896551727,-0.21571827236818186,0.7500130965637017,0.8427931431755448,0.07427900639703902,Not Significant
ACOT4,18.0,22.551724137931036,-0.32524082892819806,0.6434680476976713,0.7780945205686833,0.10896764302572991,Not Significant
DNAL1,107.8,146.79310344827587,-0.4454270117889924,0.3582339089426171,0.6910390010744063,0.1604974410868446,Not Significant
PNMA1,688.6,755.551724137931,-0.13386434298387562,0.7717792740345409,0.8553289773490123,0.06786681443223881,Not Significant
ELMSAN1,437.6,384.2068965517241,0.18772932237618947,0.6193787391138874,0.7639037524941145,0.11696135659951674,Not Significant
PTGR2,133.6,214.68965517241378,-0.6843326687549175,0.3690664307560765,0.6910390010744063,0.1604974410868446,Not Significant
ZNF410,376.6,476.62068965517244,-0.33980857896809075,0.463456729528412,0.7033780058749736,0.15281121588326824,Not Significant
FAM161B,24.4,46.0,-0.9147527133814891,0.10724374769424395,0.6910390010744063,0.1604974410868446,Not Significant
COQ6,152.2,236.89655172413794,-0.6382888399617074,0.32033536343420765,0.6910390010744063,0.1604974410868446,Not Significant
ENTPD5,58.4,131.10344827586206,-1.166665357528325,0.09884558645620689,0.6910390010744063,0.1604974410868446,Not Significant
ALDH6A1,26.0,78.51724137931035,-1.5944978628679582,0.09186665064792049,0.6910390010744063,0.1604974410868446,Not Significant
LIN52,47.4,66.27586206896552,-0.4835964716352817,0.4357921894652721,0.6990241502050465,0.15550781979135844,Not Significant
ABCD4,346.4,403.13793103448273,-0.21883460192325874,0.6753693561181968,0.7984354560434458,0.09776018562083966,Not Significant
NPC2,898.2,1293.7931034482758,-0.5264983003829561,0.3040424213063775,0.6910390010744063,0.1604974410868446,Not Significant
ISCA2,262.2,312.48275862068965,-0.2531089050514249,0.6186481588798544,0.763384821447244,0.11725647947630899,Not Significant
LTBP2,506.0,701.9655172413793,-0.47226277762345553,0.550418989097056,0.7254580701187614,0.13938768376695546,Not Significant
FCF1,446.8,616.5172413793103,-0.4645120554485976,0.34060487847483056,0.6910390010744063,0.1604974410868446,Not Significant
YLPM1,680.8,885.0,-0.3784464181717596,0.47967629738448325,0.7066731805062859,0.1507813906141686,Not Significant
PROX2,2.6,5.0344827586206895,-0.9533319404987152,0.41814419458168517,0.6945410956570625,0.15830205217393278,Not Significant
DLST,1024.0,1424.1379310344828,-0.4758731660665981,0.32296430322490755,0.6910390010744063,0.1604974410868446,Not Significant
RPS6KL1,7.6,20.413793103448278,-1.4254729519451546,0.3921348458651489,0.6910390010744063,0.1604974410868446,Not Significant
PGF,123.4,168.86206896551724,-0.4525029013191383,0.711634365448798,0.8186666411248612,0.08689290580020502,Not Significant
EIF2B2,379.8,618.3793103448276,-0.7032521450783106,0.14295482459565148,0.6910390010744063,0.1604974410868446,Not Significant
MLH3,224.2,300.86206896551727,-0.4243159529387405,0.4761958586772005,0.7064145753350299,0.15094034861186928,Not Significant
ACYP1,79.4,107.03448275862068,-0.43086474480395986,0.5105738764443064,0.7148119176327143,0.14580821537319422,Not Significant
ZC2HC1C,19.6,37.0,-0.9166716164011038,0.2168488508091244,0.6910390010744063,0.1604974410868446,Not Significant
NEK9,712.2,1198.551724137931,-0.7509378297896899,0.22808516797481698,0.6910390010744063,0.1604974410868446,Not Significant
TMED10,2242.0,2812.9655172413795,-0.3273055893298293,0.5115695417777691,0.7149843193788629,0.14570348278900147,Not Significant
FOS,1476.8,1657.344827586207,-0.16639934319084695,0.9390237167063338,0.963362750941326,0.01621014998066986,Not Significant
JDP2,236.0,228.0344827586207,0.049534858252881835,0.9272464009153301,0.956057914343624,0.019515799023020156,Not Significant
BATF,1.2,8.655172413793103,-2.850528152989406,0.27107514928684906,0.6910390010744063,0.1604974410868446,Not Significant
FLVCR2,70.8,73.13793103448276,-0.0468704552073479,0.9389994773502341,0.963362750941326,0.01621014998066986,Not Significant
TTLL5,225.4,411.2758620689655,-0.8676188865122411,0.16992054267691922,0.6910390010744063,0.1604974410868446,Not Significant
TGFB3,13.6,26.03448275862069,-0.9368170927218922,0.2428573571429708,0.6910390010744063,0.1604974410868446,Not Significant
IFT43,246.6,338.82758620689657,-0.45837853910796944,0.45395082789578634,0.7009809344209631,0.15429379399963453,Not Significant
GPATCH2L,124.0,172.6206896551724,-0.4772652701738845,0.3625116510427634,0.6910390010744063,0.1604974410868446,Not Significant
ESRRB,5.6,4.689655172413794,0.25594498104747415,0.6045481464503686,0.7546378088145292,0.12226143959597,Not Significant
VASH1,103.4,153.58620689655172,-0.5708124722326452,0.5541098199736199,0.7273278643228783,0.13826977405394594,Not Significant
ANGEL1,130.0,286.51724137931035,-1.1401103335434841,0.07900025562305973,0.6910390010744063,0.1604974410868446,Not Significant
IRF2BPL,529.4,415.41379310344826,0.3498090756378007,0.48470252802945635,0.708128363608458,0.14988800988961748,Not Significant
ZDHHC22,4.8,5.172413793103448,-0.10780328953451503,0.8829234096155147,0.9284504670024641,0.03224126099401639,Not Significant
TMEM63C,9.0,40.6551724137931,-2.1754420064098783,0.22235128983747524,0.6910390010744063,0.1604974410868446,Not Significant
POMT2,318.4,561.3793103448276,-0.8181355583697507,0.1987847261783164,0.6910390010744063,0.1604974410868446,Not Significant
GSTZ1,175.0,338.7586206896552,-0.9529027384102785,0.19011706170128953,0.6910390010744063,0.1604974410868446,Not Significant
TMED8,42.6,63.6551724137931,-0.5794243171797261,0.45877079928429243,0.7020165437864553,0.15365265312588286,Not Significant
SAMD15,16.6,32.41379310344828,-0.965424614977865,0.2337469975683086,0.6910390010744063,0.1604974410868446,Not Significant
NOXRED1,5.0,7.379310344827586,-0.5615578963862125,0.3069780245741087,0.6910390010744063,0.1604974410868446,Not Significant
VIPAS39,270.2,336.7586206896552,-0.31768720307156934,0.48291941038188957,0.7070858482358693,0.15052785472967348,Not Significant
AHSA1,3917.2,3242.0,0.27293869881745353,0.4848423670321875,0.7081310875730025,0.14988633928785083,Not Significant
ISM2,2.8,5.241379310344827,-0.9045196911457716,0.16462276693909494,0.6910390010744063,0.1604974410868446,Not Significant
SPTLC2,554.8,726.448275862069,-0.3888922919394427,0.41494125712074015,0.6932906660841618,0.15908464675843387,Not Significant
ALKBH1,136.0,167.55172413793105,-0.3009998807393741,0.5380538087860185,0.7209480892766797,0.1420960048399497,Not Significant
SLIRP,621.6,898.4137931034483,-0.5313935734688355,0.29737040012493954,0.6910390010744063,0.1604974410868446,Not Significant
SNW1,785.6,1096.344827586207,-0.48083479820958913,0.3377873749288911,0.6910390010744063,0.1604974410868446,Not Significant
ADCK1,59.8,91.79310344827586,-0.618240281473577,0.30246100183825375,0.6910390010744063,0.1604974410868446,Not Significant
NRXN3,46.4,50.48275862068966,-0.12166594291626066,0.8844278237395132,0.9293796553887602,0.03180683868855197,Not Significant
DIO2,21.6,40.51724137931034,-0.9075046390486835,0.45383144903279515,0.7009809344209631,0.15429379399963453,Not Significant
CEP128,75.6,110.3103448275862,-0.5451099526543915,0.4737452383836699,0.7054125257253387,0.15155683300833706,Not Significant
GTF2A1,236.4,350.44827586206895,-0.5679714909917345,0.2533256295006514,0.6910390010744063,0.1604974410868446,Not Significant
STON2,19.4,539.0344827586207,-4.7962490095410475,0.32892643594151416,0.6910390010744063,0.1604974410868446,Not Significant
SEL1L,1684.0,1252.6896551724137,0.4268630967696342,0.3511935419960295,0.6910390010744063,0.1604974410868446,Not Significant
FLRT2,29.8,339.1034482758621,-3.5083412191182437,0.273779253035992,0.6910390010744063,0.1604974410868446,Not Significant
GALC,274.6,359.37931034482756,-0.38817572904423825,0.46726771327825734,0.7037549584193498,0.15257853223782444,Not Significant
GPR65,1.0,1.8275862068965516,-0.8699394594356271,0.23620715127870126,0.6910390010744063,0.1604974410868446,Not Significant
SPATA7,51.2,130.86206896551724,-1.3538312700626187,0.13447509571932645,0.6910390010744063,0.1604974410868446,Not Significant
PTPN21,193.8,249.9655172413793,-0.3671605179900581,0.4716363450247193,0.7046917780975848,0.1520007955492481,Not Significant
ZC3H14,621.0,980.4137931034483,-0.6587975126806247,0.21983307791074788,0.6910390010744063,0.1604974410868446,Not Significant
EML5,38.0,43.827586206896555,-0.20583980643380143,0.7891827629364565,0.8674362507804555,0.06176243233142846,Not Significant
TTC8,292.0,396.51724137931035,-0.4414152295140847,0.4088095431866581,0.6921299971800309,0.15981232786162064,Not Significant
FOXN3,169.6,243.0,-0.518820143929944,0.40692058128679043,0.6921299971800309,0.15981232786162064,Not Significant
FOXN3-AS1,15.2,23.448275862068964,-0.6254105224539066,0.31728849363399425,0.6910390010744063,0.1604974410868446,Not Significant
EFCAB11,32.8,82.34482758620689,-1.3279822164065116,0.0918550347078194,0.6910390010744063,0.1604974410868446,Not Significant
TDP1,108.6,219.0344827586207,-1.0121339090983865,0.09282083665054772,0.6910390010744063,0.1604974410868446,Not Significant
PSMC1,1014.0,1289.3103448275863,-0.3465419186146187,0.5203900759543332,0.7169476091271701,0.14451257919731963,Not Significant
NRDE2,150.8,237.0344827586207,-0.6524605228634232,0.23017057135498434,0.6910390010744063,0.1604974410868446,Not Significant
CALM1,2112.8,3410.2413793103447,-0.6907176512269638,0.1637316287516755,0.6910390010744063,0.1604974410868446,Not Significant
TTC7B,165.0,148.10344827586206,0.15586079334756192,0.7279306681253952,0.8282273361340468,0.08185043945033858,Not Significant
RPS6KA5,96.4,75.41379310344827,0.35420473142207826,0.5446805585444259,0.7229211062025508,0.14090909552763023,Not Significant
GPR68,4.4,32.93103448275862,-2.903872404045604,0.2373158692795394,0.6910390010744063,0.1604974410868446,Not Significant
CCDC88C,76.2,219.06896551724137,-1.5235222160672564,0.05612862145092049,0.6910390010744063,0.1604974410868446,Not Significant
CATSPERB,4.2,9.379310344827585,-1.1590925182313692,0.1962607687063711,0.6910390010744063,0.1604974410868446,Not Significant
TC2N,126.8,296.2413793103448,-1.2242184263996596,0.14363479434889947,0.6910390010744063,0.1604974410868446,Not Significant
FBLN5,40.4,47.55172413793103,-0.23514235852197574,0.8372815005541018,0.8994992509092594,0.0459991939928162,Not Significant
TRIP11,376.0,505.1034482758621,-0.42584622899212765,0.40180034984191915,0.6910390010744063,0.1604974410868446,Not Significant
ATXN3,178.2,240.0344827586207,-0.4297443378545525,0.3475901461462475,0.6910390010744063,0.1604974410868446,Not Significant
NDUFB1,483.6,749.1724137931035,-0.6314835327080005,0.34000764413046836,0.6910390010744063,0.1604974410868446,Not Significant
CPSF2,675.8,918.0344827586207,-0.4419519939549502,0.36564672160366873,0.6910390010744063,0.1604974410868446,Not Significant
SLC24A4,6.2,4.482758620689655,0.46788139759863073,0.45578163804361416,0.7013819537915436,0.15404541249155196,Not Significant
RIN3,434.6,347.3103448275862,0.3234627917024761,0.41491162105503243,0.6932906660841618,0.15908464675843387,Not Significant
LGMN,1055.6,912.1034482758621,0.21079389047283312,0.682730177703468,0.8022130850678904,0.09571025842713016,Not Significant
GOLGA5,569.2,745.3448275862069,-0.38897236901657367,0.4494072568023033,0.6994308246376876,0.15525523179934875,Not Significant
CHGA,12.8,11.206896551724139,0.1917569923243928,0.8338448549611807,0.8972463508334501,0.04708829929856089,Not Significant
ITPK1,713.0,1036.3793103448277,-0.5395781380375207,0.3157005172131529,0.6910390010744063,0.1604974410868446,Not Significant
MOAP1,152.2,347.41379310344826,-1.1906866745589368,0.05937153814482652,0.6910390010744063,0.1604974410868446,Not Significant
TMEM251,110.2,166.06896551724137,-0.5916582679483344,0.2872296153603078,0.6910390010744063,0.1604974410868446,Not Significant
UBR7,259.8,428.13793103448273,-0.7206742264990368,0.26790793552179587,0.6910390010744063,0.1604974410868446,Not Significant
BTBD7,234.0,453.0,-0.9530025204628306,0.11384533098917644,0.6910390010744063,0.1604974410868446,Not Significant
UNC79,2.2,3.7241379310344827,-0.7594029832859615,0.15117164530174557,0.6910390010744063,0.1604974410868446,Not Significant
PRIMA1,2.8,8.10344827586207,-1.5331091242671862,0.25907341811841683,0.6910390010744063,0.1604974410868446,Not Significant
ASB2,12.4,15.137931034482758,-0.28782791890827314,0.7959437820237129,0.8714625412015138,0.059751275793356894,Not Significant
OTUB2,112.0,167.41379310344828,-0.5799196631213783,0.5414689467206335,0.7214543860081783,0.14179112199415111,Not Significant
DDX24,1287.8,1900.5172413793102,-0.5614835582140847,0.268558071553757,0.6910390010744063,0.1604974410868446,Not Significant
IFI27L1,67.4,119.34482758620689,-0.8243155447433792,0.253690354179643,0.6910390010744063,0.1604974410868446,Not Significant
IFI27,615.8,519.2413793103449,0.24605650841575677,0.8997765610190855,0.9394624308633385,0.027120582668274863,Not Significant
IFI27L2,204.8,327.13793103448273,-0.6756833315872457,0.4198950650349267,0.6948757863653016,0.1580928214780564,Not Significant
PPP4R4,5.0,36.172413793103445,-2.854889872562333,0.3123070701421863,0.6910390010744063,0.1604974410868446,Not Significant
SERPINA10,1.2,5.137931034482759,-2.098153119500796,0.42211458550906833,0.6953946982423015,0.1577686247440606,Not Significant
SERPINA6,24.6,104.06896551724138,-2.0808096849472335,0.3641855476645033,0.6910390010744063,0.1604974410868446,Not Significant
SERPINA1,37.0,1072.9310344827586,-4.8578882650182145,0.5194082957977321,0.7168216789189222,0.14458886873029209,Not Significant
SERPINA4,1.2,23.655172413793103,-4.301049365211447,0.49413458740483496,0.7108600287964582,0.14821590518542763,Not Significant
