Gene,Mean_COVID,Mean_Mock,Log2FC,P_value,Adjusted_P,-log10(p),Regulation
ITGA5,2245.5714285714284,1465.0689655172414,0.6161140344629121,0.2004042615007954,0.8685408924751725,0.06120972936628905,Not Significant
GTSF1,119.0952380952381,163.17241379310346,-0.4542814438100066,0.7455734292613078,0.9884545672094962,0.005043287567975714,Not Significant
PPP1R1A,2.857142857142857,3.8275862068965516,-0.4218616983927756,0.48980471584035357,0.9528806112654886,0.020961509767405247,Not Significant
METTL7B,92.61904761904762,206.3448275862069,-1.1556764476652706,0.053694973999697505,0.6525479265387587,0.18538758595604493,Not Significant
ITGA7,35.714285714285715,38.827586206896555,-0.12058075434817457,0.8142440646687467,0.9903053570998275,0.0042308716088150285,Not Significant
BLOC1S1,72.14285714285714,104.37931034482759,-0.5329073091183885,0.17878471646331334,0.8547849746194817,0.06814312045415356,Not Significant
RDH5,5.761904761904762,12.379310344827585,-1.103313224199645,0.16738004660779107,0.8501562213687668,0.07050126270398437,Not Significant
CD63,5066.9047619047615,6155.827586206897,-0.28084811284548544,0.4204663829049681,0.9419106723829294,0.025990282271545404,Not Significant
GDF11,121.95238095238095,124.44827586206897,-0.029228317950952466,0.9393089031993352,0.9976050289593942,0.0010413702313886333,Not Significant
SARNP,1039.7619047619048,867.1379310344828,0.2619198045606102,0.35488638559153873,0.9254273255508636,0.03365768101858667,Not Significant
ORMDL2,555.8095238095239,681.0344827586207,-0.29313729257248716,0.3490291247252655,0.9252849162494354,0.03372451752888484,Not Significant
DNAJC14,657.0,594.3103448275862,0.1446768771952701,0.6233104156788458,0.969047890029827,0.013654759727605012,Not Significant
TMEM198B,159.28571428571428,176.0,-0.1439585458872344,0.7455838481661916,0.9884545672094962,0.005043287567975714,Not Significant
MMP19,5.523809523809524,4.724137931034482,0.2256124845158574,0.658072482845723,0.9772526049568183,0.009993163242234605,Not Significant
DGKA,816.0,711.4827586206897,0.19774035588607214,0.7778058796500523,0.9892756626515019,0.004682674947828283,Not Significant
PMEL,17.80952380952381,18.448275862068964,-0.0508370490520607,0.8913290233822864,0.9940027907498303,0.0026123962812075363,Not Significant
CDK2,537.5238095238095,561.5172413793103,-0.06300166119393431,0.8711802853798043,0.9920797912425259,0.0034533968954585338,Not Significant
RAB5B,1774.8095238095239,1635.448275862069,0.11797806775169316,0.7510673183601048,0.9884545672094962,0.005043287567975714,Not Significant
SUOX,210.47619047619048,273.55172413793105,-0.3781566070217022,0.27671835000424644,0.9055985639459226,0.04306427483828613,Not Significant
IKZF4,68.0952380952381,54.758620689655174,0.314467806871606,0.3514436702941536,0.9252849162494354,0.03372451752888484,Not Significant
RPS26,2384.285714285714,2947.310344827586,-0.3058418533151808,0.43758374358122787,0.9440250796077703,0.025016467788180615,Not Significant
ERBB3,540.9047619047619,592.6206896551724,-0.13173439630084285,0.8402175883111787,0.9908113707188501,0.004009018020682151,Not Significant
PA2G4,3251.3333333333335,3914.3793103448274,-0.2677520908115413,0.35228069561286834,0.9252849162494354,0.03372451752888484,Not Significant
RPL41,5107.285714285715,5097.137931034483,0.002869375460575463,0.9933745197146924,0.9993110914213701,0.0002992922985917567,Not Significant
ZC3H10,83.76190476190476,70.75862068965517,0.24338832421371884,0.4467013427067824,0.9464108900606724,0.023920271057591095,Not Significant
ESYT1,1672.4285714285713,1724.4827586206898,-0.04421910939225929,0.8891965506667626,0.9934670119876494,0.0028465490368894076,Not Significant
MYL6B,517.3809523809524,601.4827586206897,-0.21729644192288228,0.5516408987223416,0.9643914651782475,0.015746641764506006,Not Significant
MYL6,12388.52380952381,14604.379310344828,-0.23739675537260643,0.48610662185797004,0.9516877790291011,0.021505507587040926,Not Significant
SMARCC2,1507.7142857142858,1475.9310344827586,0.030737751006180525,0.931161294633734,0.9967345961802924,0.0014204673240500025,Not Significant
RNF41,551.0,393.7586206896552,0.4847408095439589,0.14040037367844932,0.821677300821172,0.08529871042722192,Not Significant
NABP2,469.0,557.448275862069,-0.2492500246794192,0.4856190142933463,0.9515152290550495,0.021584256413592972,Not Significant
SLC39A5,2.380952380952381,5.310344827586207,-1.1572667785713648,0.13504287322859657,0.8183755033604712,0.08704737894716365,Not Significant
ANKRD52,1784.2857142857142,1987.4827586206898,-0.15559569532057468,0.6669407687968747,0.9780242625224903,0.009650371235984233,Not Significant
COQ10A,128.9047619047619,135.0,-0.06665384761462759,0.8841251881407688,0.9925079539348449,0.0032660041253803306,Not Significant
CS,2599.4285714285716,2446.551724137931,0.08744472852634631,0.7935760427674046,0.9897764726637729,0.004462873735346122,Not Significant
CNPY2,929.1904761904761,1223.9655172413793,-0.3975166412605891,0.3000936800633584,0.9095825976223629,0.04115785727907034,Not Significant
PAN2,545.4285714285714,462.37931034482756,0.2383134312163965,0.5634442395805654,0.9653137428245997,0.015331510871528143,Not Significant
IL23A,34.95238095238095,12.586206896551724,1.4735471714246449,0.0015276825694633814,0.09880004077704801,1.0052428761690189,Not Significant
STAT2,1297.6666666666667,578.7586206896551,1.164886161176432,0.009378027472005827,0.3001178971881486,0.5227081051473121,Not Significant
TIMELESS,1039.5238095238096,1167.448275862069,-0.16743582988706046,0.7354277913373888,0.9875065427935258,0.005460018243566779,Not Significant
SPRYD4,162.61904761904762,212.75862068965517,-0.3877213385105156,0.23540016253475435,0.8856062063920942,0.05275934855165268,Not Significant
GLS2,20.904761904761905,24.413793103448278,-0.22386484819882743,0.6357907217631508,0.973854854595419,0.011505766474103597,Not Significant
RBMS2,1567.4285714285713,1025.344827586207,0.612290524654679,0.13182509927086597,0.8146738299228387,0.08901623447203752,Not Significant
BAZ2A,2223.5714285714284,1732.344827586207,0.3601526189181302,0.2902182672658353,0.9083883817125894,0.04172842904320849,Not Significant
PTGES3,3871.095238095238,3635.1724137931033,0.09071800994856183,0.7834356929348243,0.9897764726637729,0.004462873735346122,Not Significant
NACA,7723.285714285715,7596.551724137931,0.023870053563142587,0.9435474252751632,0.9981708411607731,0.0007951210136133768,Not Significant
PRIM1,251.0,226.24137931034483,0.14982454330909467,0.7547794437072302,0.9884545672094962,0.005043287567975714,Not Significant
HSD17B6,9.095238095238095,12.482758620689655,-0.4567534866986448,0.23859796075387504,0.887133339007475,0.05201109939821571,Not Significant
RDH16,7.904761904761905,8.758620689655173,-0.14798168307642914,0.7840630677529926,0.9897764726637729,0.004462873735346122,Not Significant
ZBTB39,235.42857142857142,176.20689655172413,0.41801902442820266,0.1552749383385837,0.8365927452814814,0.07748590582983429,Not Significant
TAC3,2.5238095238095237,2.4827586206896552,0.02365902546969846,0.9548739615733176,0.998778329906317,0.0005308889320271172,Not Significant
MYO1A,4.095238095238095,21.517241379310345,-2.3934738918113387,0.054506156366468536,0.6549020907995641,0.18382362306751232,Not Significant
NAB2,234.8095238095238,235.86206896551724,-0.0064524999233293665,0.9861155596697077,0.9993110914213701,0.0002992922985917567,Not Significant
STAT6,2075.6190476190477,2055.0344827586205,0.014379078400847765,0.9640690079682233,0.9991916234245459,0.0003512154623294374,Not Significant
LRP1,2331.1428571428573,1551.5862068965516,0.5872935624990028,0.26356424748081786,0.9010750902417493,0.04523901599232024,Not Significant
NXPH4,46.142857142857146,43.275862068965516,0.09254477892575871,0.8144586529663109,0.9903053570998275,0.0042308716088150285,Not Significant
SHMT2,1701.904761904762,1486.1379310344828,0.1955822853727805,0.5764785853139403,0.9653137428245997,0.015331510871528143,Not Significant
NDUFA4L2,82.14285714285714,65.55172413793103,0.3255014022531535,0.665564700167812,0.9780242625224903,0.009650371235984233,Not Significant
STAC3,18.571428571428573,16.724137931034484,0.15115294902393256,0.6588903973841477,0.9772526049568183,0.009993163242234605,Not Significant
R3HDM2,738.9047619047619,502.55172413793105,0.5561163356459343,0.1566905065767753,0.8369372338866721,0.0773071107030206,Not Significant
INHBE,57.61904761904762,11.344827586206897,2.344511130775527,0.01853079147942032,0.42267200269405614,0.37399651838383247,Not Significant
GLI1,218.57142857142858,178.82758620689654,0.2895355197966878,0.6538317647872407,0.9761488282172095,0.010483962716569397,Not Significant
ARHGAP9,2.4761904761904763,2.6206896551724137,-0.08182422295368133,0.7658315065065275,0.9884545672094962,0.005043287567975714,Not Significant
MARS,2628.4285714285716,1799.448275862069,0.5466458962485145,0.17335970498072287,0.8511471547769774,0.06999534827882023,Not Significant
DDIT3,700.1904761904761,216.79310344827587,1.6914285758593877,1.9231751723769664e-05,0.009305631192622128,2.0312541637287196,Up
MBD6,460.14285714285717,407.13793103448273,0.17656419702433718,0.5841231104530835,0.9656253776931294,0.01519132902580545,Not Significant
DCTN2,1861.2380952380952,1747.2758620689656,0.09115522042967099,0.7729867879996496,0.9892756626515019,0.004682674947828283,Not Significant
KIF5A,40.666666666666664,20.20689655172414,1.0089989775470543,0.11316231014971714,0.7922723860851698,0.10112548073859969,Not Significant
PIP4K2C,974.952380952381,812.3448275862069,0.26323949709589484,0.44941811313985647,0.9464108900606724,0.023920271057591095,Not Significant
DTX3,225.42857142857142,202.58620689655172,0.15413442674370215,0.7188798070754143,0.984090160956167,0.006965110296337091,Not Significant
ARHGEF25,135.61904761904762,148.10344827586206,-0.12704541271061628,0.8269546481283199,0.9908113707188501,0.004009018020682151,Not Significant
SLC26A10,83.57142857142857,98.96551724137932,-0.2439161340223154,0.7653386706292097,0.9884545672094962,0.005043287567975714,Not Significant
B4GALNT1,394.85714285714283,483.7586206896552,-0.2929565820869552,0.5461045467638723,0.9643914651782475,0.015746641764506006,Not Significant
OS9,2605.5714285714284,2767.310344827586,-0.08688464152199611,0.8109044555506345,0.9901279537642725,0.004308678106500326,Not Significant
AGAP2,18.666666666666668,14.517241379310345,0.36269699339762396,0.5595129866349986,0.9653137428245997,0.015331510871528143,Not Significant
TSPAN31,483.14285714285717,347.2758620689655,0.476367695061245,0.1548297423295145,0.8365927452814814,0.07748590582983429,Not Significant
CDK4,1783.6190476190477,1918.2413793103449,-0.10497675968755783,0.7773418711038063,0.9892756626515019,0.004682674947828283,Not Significant
MARCH9,215.47619047619048,242.79310344827587,-0.1721989780375846,0.7102873819342364,0.9829403286702558,0.007472846070029415,Not Significant
CYP27B1,47.857142857142854,51.44827586206897,-0.10438846184013506,0.8166288103617727,0.9903053570998275,0.0042308716088150285,Not Significant
METTL1,201.14285714285714,226.75862068965517,-0.17293689197441758,0.6330600609027766,0.9725103659967189,0.012105760828803243,Not Significant
TSFM,402.95238095238096,495.1034482758621,-0.29712063955449297,0.365683241747092,0.9279613018062517,0.03247013451651867,Not Significant
AVIL,29.095238095238095,27.79310344827586,0.0660561136395739,0.8717510130279746,0.9920797912425259,0.0034533968954585338,Not Significant
CTDSP2,1706.7142857142858,1161.448275862069,0.5552966563630095,0.15692233887842072,0.8369372338866721,0.0773071107030206,Not Significant
LOC100506844,114.0,79.17241379310344,0.5259640826166261,0.3176904819120211,0.9185607550203488,0.036892113503545654,Not Significant
LRIG3,400.7142857142857,389.0689655172414,0.04254803680466074,0.9452139988391424,0.998356085845664,0.000714530320252171,Not Significant
SLC16A7,54.476190476190474,50.37931034482759,0.11279444632370288,0.8795433052273548,0.9923045731477087,0.0033550071447409247,Not Significant
FAM19A2,4.428571428571429,4.275862068965518,0.05062607306996784,0.9044877271264531,0.9950941968392549,0.00213580645911473,Not Significant
USP15,982.4285714285714,597.3103448275862,0.7178718103679479,0.0052764617321851065,0.21714018980167096,0.6632597868923225,Not Significant
MON2,613.6190476190476,519.7586206896551,0.23950148512037792,0.4932053175631267,0.9532596004433266,0.020788812176961578,Not Significant
MIRLET7I,2.9523809523809526,4.379310344827586,-0.5688248040364787,0.32658761748215903,0.9204647395369983,0.03599284346394778,Not Significant
PPM1H,294.9047619047619,289.0344827586207,0.02900749693571944,0.9398645486718513,0.9976327233382755,0.0010293140080991526,Not Significant
AVPR1A,5.9523809523809526,5.551724137931035,0.1005309788962818,0.8568190089996509,0.9920797912425259,0.0034533968954585338,Not Significant
DPY19L2,39.76190476190476,44.827586206896555,-0.1729999482055907,0.681555408460325,0.9798062295035939,0.008859803672875234,Not Significant
SRGAP1,627.8571428571429,483.8965517241379,0.3757376796785206,0.2886636257304669,0.9083883817125894,0.04172842904320849,Not Significant
C12orf66,144.66666666666666,106.03448275862068,0.44819903173693076,0.24586140768477258,0.8884314612354133,0.051376070565925955,Not Significant
C12orf56,7.476190476190476,6.448275862068965,0.21338986135280236,0.8003303240280683,0.9897764726637729,0.004462873735346122,Not Significant
XPOT,2232.714285714286,1273.9310344827586,0.8095114672843301,0.08811934271312775,0.7426410162423321,0.12922106825853683,Not Significant
TBK1,906.4761904761905,547.9310344827586,0.7262748072734225,0.0028791143342290484,0.14944904888100016,0.8255068445393721,Not Significant
RASSF3,714.7619047619048,544.9310344827586,0.3913890874695596,0.28933852457992904,0.9083883817125894,0.04172842904320849,Not Significant
GNS,1912.5714285714287,1710.8275862068965,0.16081925374363684,0.6620106707493041,0.9780242625224903,0.009650371235984233,Not Significant
TBC1D30,43.61904761904762,49.96551724137931,-0.19597451911117358,0.6608192691386517,0.9780242625224903,0.009650371235984233,Not Significant
LEMD3,396.0,316.3448275862069,0.3240024231252209,0.31422870252733764,0.9162758991618764,0.03797373654822567,Not Significant
MSRB3,435.04761904761904,372.62068965517244,0.22346554108422223,0.6293766843538527,0.9719910953577781,0.012337713730818631,Not Significant
RPSAP52,8.333333333333332,13.96551724137931,-0.7449034135908466,0.3920553764360021,0.9347159009576983,0.02932036922913509,Not Significant
HMGA2,719.6666666666666,538.2758620689655,0.41898310556365004,0.3939698619278703,0.9350905082337567,0.029146351347658223,Not Significant
LLPH,606.952380952381,522.3793103448276,0.21648557505167487,0.5363937076270235,0.9643914651782475,0.015746641764506006,Not Significant
TMBIM4,351.4761904761905,381.2068965517241,-0.1171472575172955,0.7770318362297186,0.9892756626515019,0.004682674947828283,Not Significant
IRAK3,73.33333333333333,38.724137931034484,0.9212359955304742,0.22710003013517185,0.8852758135060337,0.05292140091576136,Not Significant
HELB,63.0,36.51724137931034,0.7867740446351522,0.0451807503444431,0.6128310984029453,0.212659204338069,Not Significant
GRIP1,103.61904761904762,88.75862068965517,0.22333007537844948,0.5574858427673972,0.9650986217707751,0.015428304581221925,Not Significant
CAND1,1840.095238095238,1617.9310344827586,0.18563032487995582,0.5534008077564909,0.9643914651782475,0.015746641764506006,Not Significant
DYRK2,393.4761904761905,279.0689655172414,0.49565464464703446,0.10385067016615701,0.7792085076846593,0.10834631431690184,Not Significant
MDM1,165.1904761904762,142.17241379310346,0.2164889517471293,0.5647178325399729,0.9653137428245997,0.015331510871528143,Not Significant
RAP1B,921.0,764.0344827586207,0.26956340420452124,0.3771658607850745,0.9307669307035783,0.03115905519631366,Not Significant
LOC100507250,6.190476190476191,4.586206896551724,0.43274894987607687,0.33101299892684544,0.9226119722438593,0.03498091408315153,Not Significant
NUP107,1005.6190476190476,877.2413793103449,0.1970381111052368,0.6072112311198157,0.9673297880527567,0.014425438311893744,Not Significant
SLC35E3,193.1904761904762,187.0344827586207,0.04671969641874089,0.89532816224997,0.9941148561791174,0.0025634360019421393,Not Significant
MDM2,1976.952380952381,1533.2068965517242,0.3667257284634117,0.3381516434171804,0.9232294035164774,0.03469037231918978,Not Significant
CPM,201.57142857142858,163.10344827586206,0.30550387744047486,0.4784579860975582,0.9513836512655246,0.021644315840411415,Not Significant
CPSF6,1024.857142857143,997.551724137931,0.038959269549476476,0.8918851901507237,0.9940544002145324,0.002589847930142999,Not Significant
LYZ,368.95238095238096,601.1034482758621,-0.7041786701638414,0.6370100988206815,0.9740044839027446,0.011439043809539473,Not Significant
YEATS4,342.6666666666667,252.68965517241378,0.4394392555033503,0.29586796088568657,0.9095825976223629,0.04115785727907034,Not Significant
FRS2,719.0952380952381,235.55172413793105,1.61013896414525,8.71525678237263e-06,0.007465585795966865,2.126936109174795,Up
CCT2,3478.5714285714284,3685.8275862068967,-0.08349364174499714,0.7967971518170397,0.9897764726637729,0.004462873735346122,Not Significant
BEST3,14.285714285714286,9.206896551724139,0.6337863311571387,0.15194267437749917,0.8334339865932104,0.07912879342885706,Not Significant
RAB3IP,493.8095238095238,311.7241379310345,0.6636847887468498,0.10979179068768737,0.7900135785077915,0.10236544412686549,Not Significant
CNOT2,885.7619047619048,684.448275862069,0.37197743016012463,0.17545046892342658,0.852532408633346,0.06928910251364706,Not Significant
KCNMB4,44.57142857142857,74.44827586206897,-0.7401192360902891,0.4616490269063167,0.9480629027245417,0.023162846839277305,Not Significant
PTPRB,95.85714285714286,103.06896551724138,-0.10465215240794282,0.9014785792639727,0.9950941968392549,0.00213580645911473,Not Significant
PTPRR,73.38095238095238,59.172413793103445,0.3104808813640516,0.7877208022251957,0.9897764726637729,0.004462873735346122,Not Significant
TSPAN8,219.14285714285714,413.13793103448273,-0.9147518673729953,0.5416212383565859,0.9643914651782475,0.015746641764506006,Not Significant
ZFC3H1,1105.4285714285713,714.9655172413793,0.6286602391667325,0.01223320752691606,0.34549068867890603,0.46156365280458117,Not Significant
THAP2,116.95238095238095,64.89655172413794,0.8497075049904542,0.00020433965114408014,0.031118204537975185,1.5069854689363569,Not Significant
TMEM19,375.23809523809524,400.37931034482756,-0.09356112284787924,0.8078765812263999,0.9897764726637729,0.004462873735346122,Not Significant
RAB21,603.9047619047619,475.48275862068965,0.344928020176243,0.2077331062252601,0.8742540740913491,0.058362335168252635,Not Significant
TBC1D15,634.2857142857143,389.51724137931035,0.7034456610362562,0.034586165830787975,0.5512980184472323,0.2586135685201491,Not Significant
TRHDE-AS1,16.904761904761905,29.03448275862069,-0.7803376363255398,0.5956491322236652,0.9673297880527567,0.014425438311893744,Not Significant
TRHDE,39.42857142857143,52.10344827586207,-0.4021374153166921,0.7817598531405052,0.9896439863228881,0.004521010031349854,Not Significant
ATXN7L3B,1385.7619047619048,1142.7931034482758,0.2781151665325271,0.313356763901472,0.9162758991618764,0.03797373654822567,Not Significant
CAPS2,20.523809523809526,14.03448275862069,0.5483226471716629,0.13227321009214074,0.8163602217914114,0.08811816500124842,Not Significant
GLIPR1L2,5.666666666666667,3.8275862068965516,0.5660654693066495,0.1809265997494066,0.8583714589341848,0.06632473120224176,Not Significant
GLIPR1,599.0952380952381,443.55172413793105,0.43368301417979904,0.24259990962654396,0.8873370541902442,0.051911382456772896,Not Significant
KRR1,727.5238095238095,564.7931034482758,0.3652719912637374,0.2593281601790022,0.8985089187300629,0.04647760766349031,Not Significant
PHLDA1,2853.4285714285716,1740.0,0.7136091430677247,0.06644199090941413,0.68599259963252,0.163680569360444,Not Significant
NAP1L1,8579.47619047619,5946.862068965517,0.5287609540649592,0.2099541093009587,0.8742540740913491,0.058362335168252635,Not Significant
BBS10,239.14285714285714,167.68965517241378,0.5120790093816141,0.1245380092359991,0.8054318715570961,0.09397118902271354,Not Significant
OSBPL8,532.4761904761905,419.3448275862069,0.3445799558409748,0.3045262503286255,0.9117665352655545,0.04011635183159821,Not Significant
ZDHHC17,381.14285714285717,256.8965517241379,0.5691443140176669,0.07220036120811142,0.7059336521673241,0.15123611460209666,Not Significant
CSRP2,234.28571428571428,228.41379310344828,0.036619215076088625,0.9144498182529998,0.9961778824108382,0.0016631048979122102,Not Significant
E2F7,247.8095238095238,234.75862068965517,0.07805349738064433,0.8064700500526844,0.9897764726637729,0.004462873735346122,Not Significant
NAV3,351.85714285714283,155.9655172413793,1.1737627049375177,0.007383940821180769,0.26514068753218123,0.5765236218903559,Not Significant
SYT1,249.04761904761904,216.89655172413794,0.19941450171646402,0.6618790614836898,0.9780242625224903,0.009650371235984233,Not Significant
PAWR,623.1904761904761,431.86206896551727,0.5291025775737364,0.10460044856637513,0.7807030042361689,0.1075141494163036,Not Significant
PPP1R12A,938.2857142857143,705.2758620689655,0.41183963534937984,0.12971868590347424,0.8118143039641047,0.0905433007916435,Not Significant
PTPRQ,2.2857142857142856,4.344827586206897,-0.9266538504299486,0.05793661069156475,0.6615083698061011,0.17946465648387505,Not Significant
LIN7A,18.761904761904763,47.310344827586206,-1.3343493743676242,0.16666537498994793,0.8492443545836111,0.07096733145391311,Not Significant
CCDC59,439.14285714285717,297.86206896551727,0.5600459215537174,0.02978578632386447,0.5120033883251575,0.29072716494985357,Not Significant
METTL25,32.33333333333333,33.41379310344828,-0.047421518821537764,0.8799110269323291,0.9923045731477087,0.0033550071447409247,Not Significant
TMTC2,213.52380952380952,206.6206896551724,0.047412226695487364,0.8842572184885942,0.9925079539348449,0.0032660041253803306,Not Significant
SLC6A15,219.1904761904762,140.9655172413793,0.636842818635077,0.30446147411741276,0.9117665352655545,0.04011635183159821,Not Significant
LRRIQ1,22.19047619047619,19.17241379310345,0.21090864427958464,0.5506681092636189,0.9643914651782475,0.015746641764506006,Not Significant
ALX1,58.19047619047619,84.6896551724138,-0.5414027032026382,0.3530632552164573,0.9252849162494354,0.03372451752888484,Not Significant
RASSF9,81.38095238095238,80.3103448275862,0.019105329814084984,0.9648261791313287,0.9991916234245459,0.0003512154623294374,Not Significant
NTS,138.76190476190476,1303.7241379310344,-3.231955179560522,0.15963155668104886,0.8414902469966128,0.07495091319986148,Not Significant
C12orf50,9.904761904761905,1.3103448275862069,2.9181757770463186,0.0028088861671919335,0.1478164362181994,0.8302772725582809,Not Significant
C12orf29,287.57142857142856,234.27586206896552,0.2957120271121068,0.31000823249273235,0.9147283082785368,0.03870788050944215,Not Significant
CEP290,472.76190476190476,324.3448275862069,0.5435853556211867,0.11989629148623832,0.7985662714584486,0.0976890367773133,Not Significant
TMTC3,488.8095238095238,520.6896551724138,-0.09115134975502764,0.7905446767866078,0.9897764726637729,0.004462873735346122,Not Significant
KITLG,203.85714285714286,351.86206896551727,-0.787451491056741,0.14743072486521142,0.8332120351449385,0.07924446560944914,Not Significant
DUSP6,845.047619047619,780.1724137931035,0.11523965375676673,0.8662943400834984,0.9920797912425259,0.0034533968954585338,Not Significant
POC1B,339.3809523809524,293.8965517241379,0.20759716446712126,0.5268521808788384,0.9637179755168135,0.016050040367616418,Not Significant
GALNT4,17.904761904761905,22.137931034482758,-0.30617706309585396,0.5799865450068771,0.9653137428245997,0.015331510871528143,Not Significant
ATP2B1,1761.1904761904761,1483.655172413793,0.24739512470621544,0.5434839003403459,0.9643914651782475,0.015746641764506006,Not Significant
LUM,5.571428571428571,6.758620689655173,-0.27868155218299195,0.7287554083914763,0.9859703728274455,0.006136134866973625,Not Significant
DCN,1.7142857142857144,1.896551724137931,-0.14577113973353528,0.7446408082965301,0.9884545672094962,0.005043287567975714,Not Significant
BTG1,3040.4285714285716,1354.0344827586207,1.1670102167633052,0.000399903896273109,0.045674949456556056,1.3403219245611049,Up
PLEKHG7,12.142857142857142,2.7586206896551726,2.1380889143203072,0.03072403878826652,0.5169323766926758,0.2865662660938204,Not Significant
EEA1,752.047619047619,514.0,0.5490556556603539,0.315458257289653,0.9173001635861177,0.037488529042777156,Not Significant
NUDT4,7.619047619047619,7.896551724137931,-0.05161212086076984,0.842607038968806,0.9908113707188501,0.004009018020682151,Not Significant
UBE2N,1229.5238095238096,1184.103448275862,0.05430454635181091,0.8621728708809704,0.9920797912425259,0.0034533968954585338,Not Significant
MRPL42,434.1904761904762,448.9310344827586,-0.04816575151324872,0.8773694779451228,0.9920797912425259,0.0034533968954585338,Not Significant
SOCS2-AS1,24.952380952380953,14.551724137931034,0.7779873851790771,0.14410653502514215,0.8295973081582111,0.08113266579685022,Not Significant
SOCS2,216.38095238095238,118.6896551724138,0.8663793098132903,0.025931015357161667,0.4869084691717707,0.3125526713719985,Not Significant
CRADD,89.57142857142857,91.0,-0.02282792945426143,0.94579205839624,0.998356085845664,0.000714530320252171,Not Significant
PLXNC1,18.523809523809526,19.06896551724138,-0.041845752899703305,0.9278319727667285,0.9966104057964351,0.0014745825910318334,Not Significant
TMCC3,131.52380952380952,126.44827586206897,0.05677662589519666,0.9392657084178917,0.9976050289593942,0.0010413702313886333,Not Significant
NDUFA12,921.6666666666666,930.3448275862069,-0.013520468307144571,0.9739680191966091,0.9993110914213701,0.0002992922985917567,Not Significant
NR2C1,418.6190476190476,361.55172413793105,0.21143590118885972,0.5010035235640644,0.9552098466620572,0.019901209320908577,Not Significant
FGD6,1715.952380952381,927.9655172413793,0.8868664158566837,0.004826890400501289,0.2047234444599189,0.6888324200802713,Not Significant
VEZT,2018.6190476190477,1424.896551724138,0.5025114893301611,0.11885045196069223,0.7980727034712344,0.09795754313784309,Not Significant
MIR331,5.809523809523809,3.2758620689655173,0.8265453015807501,0.026394207821076845,0.4869084691717707,0.3125526713719985,Not Significant
MIR3685,16.904761904761905,3.5517241379310347,2.250838259557638,0.0013617202146478649,0.09128853908545838,1.0395837429955705,Not Significant
METAP2,1885.5714285714287,1671.0344827586207,0.17426029864540812,0.5951820940619179,0.9673297880527567,0.014425438311893744,Not Significant
USP44,25.0,13.620689655172415,0.8761283418378314,0.2571961477520949,0.8980925266405062,0.04667891752050565,Not Significant
NTN4,1634.2380952380952,1054.7586206896551,0.6317053088111387,0.11618913500906143,0.7955240997800703,0.09934665920663625,Not Significant
SNRPF,1211.8095238095239,1314.3103448275863,-0.11714302677354821,0.7378897888044829,0.9878155891320144,0.00532412433706528,Not Significant
AMDHD1,56.476190476190474,55.724137931034484,0.019340384143020663,0.9674711885759499,0.9993110914213701,0.0002992922985917567,Not Significant
HAL,5.333333333333333,6.448275862068965,-0.27387596548122084,0.4712007314082143,0.949938723558987,0.02230440826746524,Not Significant
LTA4H,2584.809523809524,2124.0,0.28327420523751906,0.42172994603219693,0.9421277755745405,0.025890192256248883,Not Significant
ELK3,672.1904761904761,475.0,0.5009425887826536,0.23038827068903373,0.8852758135060337,0.05292140091576136,Not Significant
CDK17,457.23809523809524,266.7586206896552,0.7774107135305649,0.0061905501519731836,0.23910299089727577,0.6214149913369281,Not Significant
NEDD1,604.9047619047619,396.44827586206895,0.6095753663622243,0.09373586779436373,0.7578989751029336,0.12038868022461151,Not Significant
SLC9A7P1,7.476190476190476,5.931034482758621,0.334019566538341,0.6753190938077532,0.9792280348039335,0.009116161388913654,Not Significant
TMPO-AS1,45.38095238095238,78.17241379310344,-0.7845726994820321,0.1399475151012508,0.8213997483736512,0.08544543452345664,Not Significant
TMPO,1432.142857142857,1506.7241379310344,-0.07323989244925397,0.8616416339573184,0.9920797912425259,0.0034533968954585338,Not Significant
SLC25A3,5257.809523809524,5545.3448275862065,-0.07681529667762911,0.8148645565748676,0.9903053570998275,0.0042308716088150285,Not Significant
SNORA53,4.9523809523809526,3.586206896551724,0.4656635723488118,0.17065109045974283,0.8511471547769774,0.06999534827882023,Not Significant
IKBIP,799.5238095238095,919.8275862068965,-0.2022224684259453,0.5652882246020517,0.9653137428245997,0.015331510871528143,Not Significant
APAF1,446.42857142857144,332.7241379310345,0.42410283028750745,0.09789099969838179,0.7673950549569799,0.11498100369362621,Not Significant
ANKS1B,12.571428571428571,8.379310344827587,0.5852451881014842,0.2129358021564855,0.8757087244030811,0.0576403235351668,Not Significant
UHRF1BP1L,294.42857142857144,219.44827586206895,0.4240367422781768,0.17490064477340397,0.852532408633346,0.06928910251364706,Not Significant
GOLGA2P5,59.61904761904762,67.79310344827586,-0.18536518705915034,0.6441707882267866,0.9744837285132826,0.011225408137833326,Not Significant
ACTR6,285.14285714285717,235.93103448275863,0.2733196896393289,0.4206975076920151,0.9421277755745405,0.025890192256248883,Not Significant
DEPDC4,15.571428571428571,14.862068965517242,0.06726633875779606,0.8631522814262943,0.9920797912425259,0.0034533968954585338,Not Significant
SCYL2,803.3809523809524,541.9310344827586,0.5679749889087635,0.03815925882460995,0.5717955411240631,0.24275923560406212,Not Significant
SLC17A8,9.0,1.6896551724137931,2.413196152454676,0.0024923847063251176,0.13725028495295352,0.8624867452139954,Not Significant
