Gene,Mean_IAV,Mean_Mock,Log2FC,P_value,Adjusted_P,-log10(p),Regulation
SNORD16,7.0,8.689655172413794,-0.3119440063147404,0.5815090590352648,0.706319535119418,0.15099878202967376,Not Significant
ZWILCH,297.1,515.1724137931035,-0.7941067376009753,0.19215246299470584,0.3626774779193401,0.4404794130411523,Not Significant
SMAD6,65.4,569.1034482758621,-3.1213283801481926,0.014780455227637952,0.1363938407067203,0.865205241171334,Not Significant
SMAD3,1447.8,2923.655172413793,-1.0139108427124401,0.0295086243139342,0.15900608716854542,0.7985862494335949,Not Significant
AAGAB,714.9,1123.655172413793,-0.6523860114937199,0.0828167530830922,0.23226369094877777,0.6340186767820709,Not Significant
IQCH,15.7,27.448275862068964,-0.805950971411812,0.049315380141828714,0.18741548049757592,0.7271945392913395,Not Significant
IQCH-AS1,18.9,57.48275862068966,-1.6047430645251346,0.010940532934620087,0.12880408942355245,0.8900703482658868,Not Significant
C15orf61,17.1,76.96551724137932,-2.17021589670308,0.012799948322541568,0.133030559528455,0.8760485822654671,Not Significant
MAP2K5,126.5,214.58620689655172,-0.7624199610654916,0.07519140641049683,0.22309872240896547,0.6515029167279288,Not Significant
PIAS1,262.6,442.2758620689655,-0.7520795907046969,0.07622456862237158,0.22460266589336192,0.6485850932397199,Not Significant
CALML4,86.0,169.86206896551724,-0.981955162669291,0.09594424039130928,0.2488306419115259,0.604096140083779,Not Significant
CLN6,274.2,845.5172413793103,-1.6246056025587081,0.014952848544867186,0.13700258556774567,0.8632712365865963,Not Significant
FEM1B,715.5,402.51724137931035,0.829901186160228,0.042839081007113325,0.17761028396108977,0.7505318913825959,Not Significant
ITGA11,3.9,63.6551724137931,-4.028731718543316,0.08593205428660565,0.23606040795202848,0.6269768466773948,Not Significant
CORO2B,8.6,19.896551724137932,-1.210109853703175,0.14694813928150938,0.3116732417378669,0.5063004818567057,Not Significant
ANP32A,1267.2,2617.689655172414,-1.0466498256286387,0.028645950372798965,0.15841049480277702,0.8002160494892554,Not Significant
ANP32A-IT1,1.5,6.379310344827586,-2.088437964667584,0.012468529602048707,0.1328333778971026,0.8766927832876881,Not Significant
SPESP1,43.3,23.413793103448278,0.8870083507222026,0.2575023071085049,0.43178830609224295,0.3647291236237907,Not Significant
NOX5,7.0,4.275862068965518,0.7111396067983009,0.12171783062800283,0.2808074083545137,0.5515914386895132,Not Significant
GLCE,315.9,417.44827586206895,-0.402129513723115,0.36353691381231545,0.5311906114308896,0.27474960954325917,Not Significant
PAQR5,195.2,907.0689655172414,-2.2162591918190557,0.023911076072363795,0.1510219644881961,0.8209598847444979,Not Significant
KIF23,476.2,1079.7931034482758,-1.181115381831131,0.13314469544913285,0.29566180137847065,0.5292047813993274,Not Significant
RPLP1,9931.4,21292.896551724138,-1.1003032086568285,0.06222981205203931,0.20554271895048665,0.687097902856544,Not Significant
TLE3,307.5,315.9655172413793,-0.039180708648670515,0.9305972801555837,0.9583292981424718,0.01848523435294958,Not Significant
UACA,463.2,884.1724137931035,-0.9326924695367174,0.06088146743561081,0.20347956943183654,0.6914791900183481,Not Significant
LARP6,205.7,414.82758620689657,-1.0119700432982952,0.04352914260920753,0.17893508048826282,0.7473045070070848,Not Significant
THAP10,64.2,88.55172413793103,-0.46394709975979004,0.4224342417958892,0.5775962291954507,0.23837565069630112,Not Significant
LRRC49,84.8,112.93103448275862,-0.413305836508766,0.43768677529154354,0.5895115271821341,0.22950769838458773,Not Significant
CT62,13.6,12.551724137931034,0.11572110129185281,0.8320451423901913,0.8921343970900465,0.049569715671069964,Not Significant
THSD4,667.8,1217.4137931034484,-0.8663316180112295,0.10466483505727933,0.25957560304750926,0.5857361283576034,Not Significant
NR2E3,2.3,9.275862068965518,-2.011847506259402,0.14725972777735943,0.31199060555085045,0.5058584829650572,Not Significant
MYO9A,167.3,274.0344827586207,-0.7119199988122159,0.12928492457046903,0.29001600764999974,0.5375780302313948,Not Significant
SENP8,31.3,31.379310344827587,-0.0036509879132305277,0.9910061875015866,0.9942966377335255,0.0024840291724676105,Not Significant
PKM,35665.5,55163.137931034486,-0.6291753272026194,0.07912842150206958,0.22828068219961084,0.6415308382648184,Not Significant
PARP6,295.0,757.6896551724138,-1.3608920962629436,0.0349491521129271,0.16617343115781047,0.7794384127056022,Not Significant
CELF6,5.3,13.827586206896552,-1.3834850716515115,0.19581018414779117,0.36697548571223243,0.4353629460353561,Not Significant
HEXA,475.8,1905.103448275862,-2.001442162188042,0.005990917008570313,0.10936936835814101,0.9611042960629022,Not Significant
HEXA-AS1,3.9,8.758620689655173,-1.1672295676697078,0.05528665059792212,0.19550480045393706,0.7088425744059154,Not Significant
ARIH1,765.4,935.1724137931035,-0.2890184721150009,0.4440549990964284,0.5951758211058495,0.22535472022696396,Not Significant
BBS4,144.0,351.51724137931035,-1.2875266413354922,0.022346900493689252,0.14961445269576082,0.8250264517734078,Not Significant
ADPGK,577.3,1164.1724137931035,-1.011911606571505,0.029317653942591757,0.15892169008416518,0.7988168250014975,Not Significant
NEO1,255.6,1053.896551724138,-2.0437735206069094,0.006705750492763786,0.11320861005467743,0.9461205417251686,Not Significant
HCN4,1.5,17.586206896551722,-3.5514099410101294,0.09492071232105995,0.24764230532924578,0.6061751617455876,Not Significant
NPTN,1513.5,1728.6896551724137,-0.19179021571691815,0.615391285053845,0.7326050277760551,0.13513010515290402,Not Significant
CD276,1436.7,1149.1379310344828,0.3222068663336693,0.5085261743192612,0.6478508908334218,0.18852493971572368,Not Significant
LOXL1-AS1,15.2,13.931034482758621,0.12576893093200034,0.7536912528292262,0.8378104470162133,0.07685422853769468,Not Significant
LOXL1,74.2,29.137931034482758,1.3485207456914665,0.00862184223987061,0.12263605493773354,0.9113818286880139,Not Significant
STOML1,202.5,142.6206896551724,0.5057386225846245,0.25397882708452096,0.4283935219057432,0.36815710511810157,Not Significant
PML,2220.1,457.6551724137931,2.2782917702086696,0.0003644966930167877,0.03340131775970471,1.4762363989226008,Up
ISLR,2.7,4.896551724137931,-0.8588067171010036,0.3887011390229891,0.551715846326238,0.2582845421013302,Not Significant
STRA6,76.9,1139.448275862069,-3.8892080279495325,0.019022065528956713,0.14532759551684474,0.8376519119045014,Not Significant
CCDC33,1.4,8.10344827586207,-2.533109124267186,0.11454833138763226,0.2716324186754652,0.5660183992970245,Not Significant
CYP11A1,3.0,2.103448275862069,0.512206158285842,0.2650655582920231,0.43938101740759045,0.35715870984886483,Not Significant
SEMA7A,740.3,438.1034482758621,0.7568384585471069,0.4325619151224078,0.5859773543429647,0.23211916738451396,Not Significant
UBL7,333.0,488.48275862068965,-0.5527854647509646,0.23473745386010084,0.40816189793952545,0.3891675392744006,Not Significant
ARID3B,105.7,108.96551724137932,-0.04389628144157259,0.9298749564299265,0.957651894783587,0.01879232771496237,Not Significant
CLK3,471.2,570.0689655172414,-0.27479692430386987,0.48668197129814217,0.6306445690469746,0.20021533995160962,Not Significant
EDC3,283.2,381.41379310344826,-0.4295357514917668,0.36439858118273105,0.5320532837694878,0.27404487205029643,Not Significant
CYP1A1,186.8,74.86206896551724,1.3191876293347276,0.12763150619803604,0.28764684732640144,0.5411403815767762,Not Significant
CYP1A2,7.6,1.2413793103448276,2.6140554122414827,0.014318117165967726,0.13574727021262567,0.867268895024666,Not Significant
CSK,703.9,746.0689655172414,-0.08393851121742527,0.818707064959076,0.8824623970708627,0.05430379142746046,Not Significant
ULK3,231.2,570.2758620689655,-1.302518571550816,0.05799062055846717,0.19920102218679572,0.700708437353355,Not Significant
SCAMP2,862.5,951.551724137931,-0.14175762339859233,0.7592893132389873,0.8412226891679391,0.07508902218692035,Not Significant
MPI,233.9,581.2758620689655,-1.3133311390927203,0.00824828976906618,0.12086445418217161,0.9177014048658707,Not Significant
FAM219B,390.3,731.9310344827586,-0.9071242555452429,0.0628455357472244,0.20640159445264414,0.6852869521063071,Not Significant
COX5A,1096.9,1681.7931034482758,-0.6165682271565303,0.14676977631165156,0.31159512642772585,0.5064093436249483,Not Significant
RPP25,85.3,343.8965517241379,-2.0113570032723938,0.010528188747243171,0.1275589625236703,0.8942890216654958,Not Significant
SCAMP5,14.6,175.27586206896552,-3.5855870563282175,0.0033111063374060374,0.08890116480203132,1.0510925487735354,Not Significant
PPCDC,150.5,194.44827586206895,-0.3696229557260969,0.38609474996669413,0.5495764056872123,0.2599719205988033,Not Significant
C15orf39,364.7,637.3448275862069,-0.8053639364595151,0.11088790557652951,0.267139833178036,0.5732613495690297,Not Significant
GOLGA6C,1.5,1.6206896551724137,-0.11164535582890897,0.7893225970795514,0.8625292876404288,0.0642261493043396,Not Significant
COMMD4,366.0,1025.4827586206898,-1.4863876824556528,0.02289528190684357,0.15001666218808088,0.8238605016479101,Not Significant
NEIL1,62.9,77.96551724137932,-0.30977616963203014,0.6319276507843256,0.7458981153460698,0.1273204901745702,Not Significant
MAN2C1,433.7,879.2413793103449,-1.0195618415404564,0.10663590202023802,0.2618509693048958,0.5819458141131221,Not Significant
SIN3A,554.8,1074.5862068965516,-0.9537415324515831,0.05213515519790293,0.19164946226628957,0.7174923949596463,Not Significant
PTPN9,476.8,841.1379310344828,-0.8189581593331468,0.06153864726299896,0.20421449030363414,0.6899134452283541,Not Significant
SNUPN,198.4,289.1034482758621,-0.5431737909103653,0.18915877967688494,0.35927113058916366,0.44457767934294345,Not Significant
IMP3,545.8,1044.8275862068965,-0.9368205937333254,0.04729937157754607,0.184218815531713,0.7346660143982465,Not Significant
SNX33,506.1,576.3103448275862,-0.18742344212880138,0.660527005279042,0.7676179532731555,0.11485487641144428,Not Significant
CSPG4,126.4,47.06896551724138,1.425148412610098,0.009715889599917243,0.12582485262548287,0.9002335696053871,Not Significant
ODF3L1,1.7,4.448275862068965,-1.387711513932705,0.02264911480628448,0.14961445269576082,0.8250264517734078,Not Significant
DNM1P35,2.3,6.344827586206897,-1.4639470997597905,0.039556766477073874,0.1738716995428131,0.7597711007609218,Not Significant
UBE2Q2,585.0,641.8965517241379,-0.1339041861405362,0.7038507952862704,0.8028900522691867,0.09534392291815746,Not Significant
FBXO22,330.6,748.1034482758621,-1.1781510561715811,0.068633316087773,0.21414417845355424,0.6692937274773717,Not Significant
NRG4,11.2,25.275862068965516,-1.174261565835998,0.14360173205944665,0.3081241336130471,0.5112742845311551,Not Significant
ETFA,1350.5,2270.4137931034484,-0.7494616192790468,0.11259591246097159,0.269192616651572,0.569936856006211,Not Significant
ISL2,7.0,49.03448275862069,-2.808369832434239,0.008132911908374126,0.12037760110748996,0.9194543155731204,Not Significant
SCAPER,107.5,149.9655172413793,-0.48029414874703585,0.2306847684304641,0.4042163691053874,0.39338610331898655,Not Significant
RCN2,926.9,1132.1379310344828,-0.28856413078186416,0.5193617721074058,0.6566481475057208,0.18266727660297394,Not Significant
PSTPIP1,4.7,2.586206896551724,0.8618230614219664,0.07838589196460864,0.2274532648287813,0.6431078249938507,Not Significant
TSPAN3,1514.2,4407.827586206897,-1.5415120201434056,0.015040384326564916,0.13731478842221084,0.8622826879321782,Not Significant
PEAK1,165.3,426.58620689655174,-1.3677505941573815,0.021323887783507217,0.14828803947385752,0.8288938766181567,Not Significant
HMG20A,347.6,613.0,-0.8184589917637435,0.07835352883326654,0.2274532648287813,0.6431078249938507,Not Significant
LINGO1,9.6,56.724137931034484,-2.5628564676612378,0.02688288958827289,0.15567980296099918,0.8077677267481599,Not Significant
TBC1D2B,442.4,490.62068965517244,-0.1492566885869337,0.7304166957344409,0.8211593009894564,0.08557258364839096,Not Significant
CIB2,72.4,219.24137931034483,-1.5984585138145608,0.03003865537389698,0.15984472394764038,0.7963016940700629,Not Significant
IDH3A,727.4,763.551724137931,-0.06997696486281035,0.8407300022181419,0.8975746494065663,0.04692942188371881,Not Significant
ACSBG1,3.0,3.3448275862068964,-0.15696934633839932,0.7511722994331071,0.8364994802054783,0.07753432456884628,Not Significant
DNAJA4,372.3,132.55172413793105,1.489910180317972,0.021000795626102325,0.1479764576756782,0.8298073732186843,Not Significant
WDR61,416.1,893.5862068965517,-1.1026766286432095,0.02178430053401893,0.1492524499066015,0.8260785314067287,Not Significant
CRABP1,2.3,9.379310344827585,-2.027847984953117,0.21467276913721725,0.3869069173206361,0.4123935056694846,Not Significant
IREB2,752.8,1176.896551724138,-0.6446489810174811,0.2071779331678439,0.3788347328013339,0.4215502103117103,Not Significant
PSMA4,1872.9,2740.0344827586205,-0.5489201776860064,0.15015308317074313,0.3152225050777537,0.5013827839420724,Not Significant
CHRNA5,93.8,288.13793103448273,-1.619099764311522,0.05032182609117882,0.1889287507837512,0.7237019470193243,Not Significant
CHRNA3,5.7,10.10344827586207,-0.8258139400172965,0.14517256735076295,0.30973461377043177,0.5090102582224907,Not Significant
CHRNB4,7.0,10.517241379310345,-0.5873295152650725,0.16872794410442873,0.33599513459017327,0.47366701140759276,Not Significant
ADAMTS7,50.0,131.58620689655172,-1.3960082711032145,0.08057669758316,0.2294706593695672,0.6392728364382597,Not Significant
MORF4L1,2861.9,4236.103448275862,-0.5657645587167783,0.15895761645500675,0.3243505128238704,0.48898541107921145,Not Significant
CTSH,216.5,829.1724137931035,-1.937305094454905,0.28075524102358407,0.45529321779384097,0.34170881904530964,Not Significant
RASGRF1,3.3,8.275862068965516,-1.3264435760098552,0.22429503065242462,0.3971746199453655,0.40101851135954963,Not Significant
TMED3,1319.8,1938.9310344827586,-0.5549421665115367,0.25935508661511614,0.4336466572448253,0.3628639970096739,Not Significant
KIAA1024,11.8,31.724137931034484,-1.426794101342324,0.034488251738078554,0.16552427515899365,0.7811383052447937,Not Significant
MTHFS,8.7,31.896551724137932,-1.8743131593147366,0.06111715654291064,0.20382205397122885,0.6907488262186272,Not Significant
ST20,25.6,105.27586206896552,-2.03995897396657,0.01510884041264828,0.13753239196652253,0.8615950036841574,Not Significant
BCL2A1,68.8,53.793103448275865,0.354987341192697,0.45658607972316223,0.6051817385923844,0.2181141853220411,Not Significant
ZFAND6,892.2,1144.103448275862,-0.3587784513110033,0.3933261578585332,0.5554592604441982,0.25534778841186184,Not Significant
FAH,221.5,408.7931034482759,-0.8840641586867798,0.07440555317006509,0.22217523447637072,0.6533043528194643,Not Significant
ARNT2,73.6,388.51724137931035,-2.4002009516923666,0.02185750982756035,0.14931120742576798,0.8259075925396089,Not Significant
IL16,77.8,7.0344827586206895,3.4672539032549063,1.3024575648622134e-05,0.013904411973359065,1.856847373008043,Up
STARD5,468.1,49.55172413793103,3.2398096034948276,0.0003882273709533744,0.03340131775970471,1.4762363989226008,Up
MEX3B,22.1,81.27586206896552,-1.878780583618526,0.03222448183480661,0.1626516853667426,0.7887414322795507,Not Significant
GOLGA6L9,3.9,6.896551724137931,-0.8224010706722665,0.22121030207948447,0.39409878319374314,0.4043949060454822,Not Significant
CPEB1,8.0,42.03448275862069,-2.39350141549264,0.013768084517377011,0.13499322843376393,0.8696880161539485,Not Significant
AP3B2,8.5,36.10344827586207,-2.086601890552897,0.38499266563033097,0.5486519299083623,0.26070308881078386,Not Significant
SCARNA15,1.5,4.793103448275862,-1.6759975768747792,0.0494782344257794,0.18757910719205076,0.7268155355545106,Not Significant
WHAMM,232.4,210.27586206896552,0.14432681863499028,0.6732429212201011,0.7781704536805654,0.10892526292715295,Not Significant
HOMER2,334.2,223.58620689655172,0.5798805427838563,0.20307572915226005,0.3741750432765997,0.4269251824391795,Not Significant
C15orf40,127.9,232.86206896551724,-0.8644593930534651,0.036353303629779725,0.16884893376688828,0.772501677466348,Not Significant
BTBD1,984.1,920.9655172413793,0.09565778347405436,0.7859361098619411,0.8602868247725203,0.0653567282354131,Not Significant
TM6SF1,23.7,7.620689655172414,1.6368935897470374,0.003322761074944523,0.08890116480203132,1.0510925487735354,Not Significant
BNC1,1939.3,462.7586206896552,2.067204227110143,0.009248493484575692,0.12426201664411157,0.9056616025150913,Not Significant
SH3GL3,2.2,3.896551724137931,-0.8246944435376806,0.22683403943826186,0.4000589696559182,0.39787598790061274,Not Significant
ADAMTSL3,9.8,7.0344827586206895,0.4783374023839226,0.44347162485248837,0.5948632536907571,0.2255828577891565,Not Significant
LOC440300,4.0,7.241379310344827,-0.8562645225385505,0.15290881476103216,0.31814199328773685,0.49737900222411124,Not Significant
LOC642423,5.3,26.82758620689655,-2.339652990182783,0.0332127327929273,0.1643563100594742,0.7842136175853778,Not Significant
GOLGA6L4,3.8,17.655172413793103,-2.2160195863162047,0.02100625481712845,0.1479764576756782,0.8298073732186843,Not Significant
UBE2Q2P1,14.8,31.586206896551722,-1.0936975222277843,0.059060664376407584,0.20040851421976733,0.6980838317064143,Not Significant
ZSCAN2,33.1,166.68965517241378,-2.3322614507181547,0.0025711021499536003,0.08103310116119565,1.0913375401941716,Not Significant
SCAND2P,57.4,131.75862068965517,-1.1987747154416135,0.11734425246366594,0.2753243656687579,0.5601553526922565,Not Significant
WDR73,178.8,392.2068965517241,-1.1332681675287042,0.036583907275472574,0.16910171785631825,0.7718519805055686,Not Significant
NMB,83.8,208.51724137931035,-1.3151445297119906,0.06503703523905531,0.20946877225725374,0.6788807127799075,Not Significant
SEC11A,1482.1,2865.0689655172414,-0.950927074532065,0.045893976576527586,0.1823336099563977,0.7391332695062721,Not Significant
ZNF592,309.1,676.2068965517242,-1.1293910759810781,0.03296683413084554,0.16388770348079376,0.7854536303878599,Not Significant
ALPK3,6.9,40.41379310344828,-2.550179497403869,0.08322492220342427,0.23302675800817066,0.63259420692218,Not Significant
PDE8A,389.7,1104.4827586206898,-1.5029350612527992,0.025862043779552316,0.15319752823359342,0.8147482417737208,Not Significant
AKAP13,513.6,1687.2413793103449,-1.71594927495789,0.007586689932939423,0.11691847855652944,0.9321168446899255,Not Significant
KLHL25,88.8,163.31034482758622,-0.8789845990386341,0.14619424212598459,0.3109730110977983,0.5072773011336583,Not Significant
NTRK3,34.6,1220.3793103448277,-5.140413778472631,0.018836286607873464,0.14496031150924127,0.8387508863987799,Not Significant
NTRK3-AS1,1.1,3.5172413793103448,-1.6769408230939884,0.1585044894449901,0.32392743822299086,0.4895522635855592,Not Significant
MRPL46,191.9,446.86206896551727,-1.2194748779796625,0.015600018521487236,0.13920780858983195,0.8563364031423996,Not Significant
MRPS11,453.1,762.7931034482758,-0.7514623091890501,0.06827533074265003,0.213773084533722,0.6700469762756426,Not Significant
DET1,31.9,82.65517241379311,-1.3735486796440541,0.030849544494987797,0.16114874069254453,0.7927730839612394,Not Significant
AEN,368.2,978.6551724137931,-1.4103109913826049,0.03885253488401955,0.1725759655993931,0.7630196879624584,Not Significant
ISG20,923.6,156.10344827586206,2.564765766766486,0.0016350241712134663,0.06649024155877095,1.1772420892556974,Not Significant
ACAN,2.1,1.8275862068965516,0.20044986845577098,0.6422083897465927,0.7537755898236663,0.12275793079797687,Not Significant
HAPLN3,71.3,100.0,-0.488026018218199,0.38038484089313773,0.5450084402197979,0.2635967720123464,Not Significant
MFGE8,681.7,1020.551724137931,-0.5821404154948175,0.18745400836446996,0.3577492620100545,0.44642125345998646,Not Significant
ABHD2,770.4,2533.7241379310344,-1.7175798496876313,0.021321954551918126,0.14828803947385752,0.8288938766181567,Not Significant
FANCI,342.8,1363.1379310344828,-1.9914925360990954,0.03806177683564212,0.17137777510685978,0.766045499649037,Not Significant
POLG,665.4,932.3448275862069,-0.4866417678868831,0.2412136346453203,0.41455819376815334,0.3824144965770678,Not Significant
RHCG,1366.9,340.0344827586207,2.007154739760833,0.00037888759013415314,0.03340131775970471,1.4762363989226008,Up
TICRR,75.1,389.82758620689657,-2.37595137388441,0.030184428391081673,0.16004159905693519,0.7957671180145236,Not Significant
KIF7,31.9,81.48275862068965,-1.3529383999687679,0.08061503016668026,0.22947141298461574,0.6392714101543047,Not Significant
PLIN1,2.9,9.137931034482758,-1.6558146540827794,0.14414005552821763,0.30860550093711614,0.5105963368427269,Not Significant
PEX11A,72.2,123.82758620689656,-0.7782620105372774,0.09575650738021815,0.24860234758028,0.6044947745827587,Not Significant
MESP1,2.6,48.93103448275862,-4.234166255679249,0.01755081228782926,0.14254345581137726,0.8460527164130768,Not Significant
MESP2,2.8,6.206896551724138,-1.148445274031861,0.0754317599720039,0.2233606401271364,0.65099335441472,Not Significant
ANPEP,60.7,68.89655172413794,-0.18273526129652656,0.7549305589071809,0.8387452125527045,0.07636994571162706,Not Significant
AP3S2,4.1,8.0,-0.9643760902692787,0.05295939183546136,0.19248990273025823,0.7155920469531121,Not Significant
ZNF710,255.1,213.3793103448276,0.25764260239364634,0.44819672540898736,0.598177858775258,0.22316966617880268,Not Significant
IDH2,257.1,857.9310344827586,-1.738532069944099,0.09552388175198298,0.24845112108566048,0.6047590392476189,Not Significant
SEMA4B,2490.9,1946.0689655172414,0.3561042663264121,0.34297896522664395,0.5130749430239123,0.28981919441140097,Not Significant
CIB1,1027.3,1725.344827586207,-0.7480271778599895,0.11833194149051322,0.27630508338034837,0.5586111249867589,Not Significant
GDPGP1,10.6,39.310344827586206,-1.8908447542486952,0.0050670157809549286,0.10341159610331585,0.9854307587149277,Not Significant
NGRN,1051.9,1960.448275862069,-0.8981860187331098,0.06879199790151504,0.21435945791683053,0.6688573498931529,Not Significant
ZNF774,16.7,19.344827586206897,-0.21209976789453083,0.6861537877295982,0.7888925710758609,0.10298213362901568,Not Significant
IQGAP1,4576.7,4828.448275862069,-0.07725189570810057,0.8536856003658044,0.9059460671558609,0.04289765600286807,Not Significant
CRTC3,192.0,392.86206896551727,-1.0329165706271553,0.07409728818156007,0.22188217034000507,0.6538775947218204,Not Significant
BLM,105.5,285.44827586206895,-1.4359863493955334,0.08732327001154881,0.23818387861026172,0.6230876369235321,Not Significant
FURIN,1910.7,1514.7241379310344,0.33504620428300624,0.480374622158667,0.6255220365092705,0.20375738594530463,Not Significant
FES,15.5,24.413793103448278,-0.6554282445685502,0.24770280955146629,0.4213873493760511,0.37531850664591326,Not Significant
MAN2A2,229.2,771.7586206896551,-1.751542649011863,0.013995490786443824,0.13514381463757344,0.8692038266226221,Not Significant
UNC45A,991.7,1280.3103448275863,-0.36851789835437565,0.3535910763516882,0.5224159869713103,0.2819835412521523,Not Significant
HDDC3,108.0,395.2758620689655,-1.8718285457876267,0.008754540211600909,0.1229251841178171,0.9103591325493559,Not Significant
RCCD1,111.5,504.6551724137931,-2.178254230248236,0.012501089999152852,0.1328333778971026,0.8766927832876881,Not Significant
PRC1,532.7,1946.3793103448277,-1.8693977038750405,0.06758608091546994,0.21283170070020188,0.6719636845827788,Not Significant
VPS33B,267.8,350.6896551724138,-0.38903891318034206,0.2729376860958207,0.4473830779363442,0.3493204469221243,Not Significant
SV2B,1.2,3.689655172413793,-1.6204515854397812,0.4100139103441075,0.5682450180873064,0.24546436312903916,Not Significant
SLCO3A1,191.2,489.51724137931035,-1.3562771508399862,0.0754248448445049,0.2233606401271364,0.65099335441472,Not Significant
FAM174B,31.4,106.6896551724138,-1.764583832317199,0.01778951267227682,0.1425851675788268,0.8459256496153095,Not Significant
CHD2,1165.9,1615.3103448275863,-0.4703673193518989,0.37657280621429634,0.5415079574940956,0.26639515700655914,Not Significant
RGMA,17.9,21.586206896551722,-0.2701501694281522,0.7260053915099522,0.8179851794855503,0.08725456494231161,Not Significant
MCTP2,181.0,82.41379310344827,1.1350319793426666,0.0812335741442668,0.23046587097520171,0.6373933789275458,Not Significant
LOC440311,1.9,4.275862068965518,-1.1702158967030802,0.026972266564602762,0.15568149813748808,0.8077629977995565,Not Significant
NR2F2,491.1,961.6551724137931,-0.9695028466901656,0.19604411652367046,0.3671449604746975,0.4351624286520023,Not Significant
ARRDC4,953.0,379.7241379310345,1.327524504441953,0.06978162164413912,0.21503272404422746,0.667495443384928,Not Significant
IGF1R,1229.8,2204.896551724138,-0.842287257767583,0.08368682483617829,0.2335589961420724,0.6316034000541443,Not Significant
SYNM,131.5,720.6896551724138,-2.454315337435733,0.021539014198566783,0.1489177872651919,0.8270534254865255,Not Significant
TTC23,205.3,248.27586206896552,-0.2742103788682253,0.4296502429625382,0.5835322018415154,0.23393517270140213,Not Significant
LRRC28,92.7,146.72413793103448,-0.6624649877075844,0.13853024476608203,0.3020927695047531,0.5198596693039002,Not Significant
HSP90B2P,10.3,9.96551724137931,0.04762774492274959,0.9185704006346677,0.9503281716018303,0.022126396285260464,Not Significant
MEF2A,336.0,398.9310344827586,-0.24767812795620753,0.47912233533729276,0.6245153101065675,0.20445691035101934,Not Significant
LYSMD4,74.0,106.6896551724138,-0.5278231206925138,0.16105530587092026,0.3270984869236626,0.48532146480875077,Not Significant
ADAMTS17,2.9,3.2413793103448274,-0.1605549563098555,0.8424424805056792,0.8986558501469524,0.04640659413727325,Not Significant
CERS3,130.9,22.103448275862068,2.5661217355667096,0.0005506097694213665,0.037546226356427785,1.4254337059284168,Up
PRKXP1,35.1,36.06896551724138,-0.03928701570217084,0.9370799167644293,0.9626917270353056,0.016512760311512283,Not Significant
ASB7,217.8,264.55172413793105,-0.28054586606101417,0.42763130355773304,0.5817781480311369,0.2352425951682353,Not Significant
ALDH1A3,3921.7,2963.9655172413795,0.40395051384242137,0.5932912162653354,0.71649642926613,0.14478596961259657,Not Significant
LRRK1,169.8,456.37931034482756,-1.4263969305895123,0.04600107035357154,0.1825708202984525,0.7385686331326106,Not Significant
CHSY1,358.2,396.3448275862069,-0.145990811609238,0.6736517584686741,0.7784678501620229,0.10875931859430818,Not Significant
SNRPA1,530.7,839.4827586206897,-0.6616041465046656,0.1605096740734331,0.32629133190155357,0.48639446331701774,Not Significant
PCSK6,56.8,233.6551724137931,-2.040418139587307,0.02127941409496384,0.14828803947385752,0.8288938766181567,Not Significant
LOC100507472,1.2,3.413793103448276,-1.5083412191182437,0.09754826724439813,0.2507616924943152,0.6007388075902124,Not Significant
TM2D3,185.9,380.2758620689655,-1.0325195968504992,0.05045732962907137,0.1891097510439767,0.7232860771020247,Not Significant
TARSL2,113.1,156.55172413793105,-0.4690404679482473,0.19435996936150518,0.3655457026885717,0.4370583172434141,Not Significant
WASH3P,69.4,77.6896551724138,-0.16278684541695712,0.7247281098247275,0.8170288881133047,0.08776258762131597,Not Significant
POLR3K,133.5,282.41379310344826,-1.0809708097132449,0.043568585939746045,0.1789540186347085,0.7472585445425859,Not Significant
SNRNP25,290.8,413.7586206896552,-0.5087621016270621,0.2955367558460843,0.4696830921258126,0.3281950734736109,Not Significant
RHBDF1,389.5,480.1034482758621,-0.30172196970210674,0.47747598526997415,0.6231687963076649,0.2053943010522319,Not Significant
MPG,448.4,670.0344827586207,-0.5794490664191813,0.2017001860606404,0.37309276478266423,0.4281831729517516,Not Significant
NPRL3,313.4,379.0344827586207,-0.2743239241053102,0.5054019560440567,0.6460346384056349,0.18974419583597646,Not Significant
HBA2,1.5,1.103448275862069,0.4429434958487283,0.07824490414940197,0.22739629506525777,0.6432166154874316,Not Significant
HBA1,1.4,1.5172413793103448,-0.11602379633948337,0.6914887717071293,0.7929339076911023,0.10076301031324064,Not Significant
HBQ1,5.4,20.137931034482758,-1.8988841564763386,0.02527033458909719,0.15303666388941778,0.8152045102455858,Not Significant
LUC7L,285.3,536.1379310344828,-0.9101244605172678,0.11712572626906795,0.27503040797388484,0.5606192869508504,Not Significant
RGS11,7.1,57.89655172413793,-3.0275864951921383,0.08424166339121211,0.2339607631144296,0.6308569707595388,Not Significant
ARHGDIG,1.6,8.137931034482758,-2.346590149121631,0.027536982725275296,0.15688445130470152,0.8044200968667656,Not Significant
PDIA2,1.8,4.310344827586206,-1.2598063829795647,0.0555844032985693,0.19620046707151886,0.7072999630807296,Not Significant
AXIN1,410.5,588.7241379310345,-0.5202095579484113,0.2663605055461338,0.4405324909821278,0.356022055165942,Not Significant
MRPL28,673.6,1289.655172413793,-0.9370213263557554,0.0927657504583431,0.24467105601806013,0.6114174035747494,Not Significant
